case_id,relationship_id,relationship_family,relationship_type,source_record_id,target_record_id,directed,event_time,valid_from,valid_to,weight,supporting_record_ids_json,summary,provenance,attributes_json,content_role,snapshot_version
BISCUIT_RELIEF,REF-8D88C6CB6539762A4F0E,SOURCE_REFERENCE,REFERENCES_HOLDER_ID,A-PROC-6104,O-PROCESSOR,true,,,,,"[""A-PROC-6104""]",A-PROC-6104 references O-PROCESSOR through holder_id.,authoring/relief_accounts.csv,"{""inferred"":true,""source_column"":""holder_id""}",BACKGROUND,2026.07.19.3
BISCUIT_RELIEF,REF-EEB2AAC5454309D4A396,SOURCE_REFERENCE,REFERENCES_HOLDER_ID,A-GBRF-6401,O-GBRF,true,,,,,"[""A-GBRF-6401""]",A-GBRF-6401 references O-GBRF through holder_id.,authoring/relief_accounts.csv,"{""inferred"":true,""source_column"":""holder_id""}",CORE_EVIDENCE,2026.07.19.3
BISCUIT_RELIEF,REF-D4A7E4459EDF402C1445,SOURCE_REFERENCE,REFERENCES_HOLDER_ID,A-GILDED-4512,O-GILDED,true,,,,,"[""A-GILDED-4512""]",A-GILDED-4512 references O-GILDED through holder_id.,authoring/relief_accounts.csv,"{""inferred"":true,""source_column"":""holder_id""}",CORE_EVIDENCE,2026.07.19.3
BISCUIT_RELIEF,REF-FF8A675642B3395A341C,SOURCE_REFERENCE,REFERENCES_HOLDER_ID,A-REDROOF-7730,O-REDROOF,true,,,,,"[""A-REDROOF-7730""]",A-REDROOF-7730 references O-REDROOF through holder_id.,authoring/relief_accounts.csv,"{""inferred"":true,""source_column"":""holder_id""}",CORE_EVIDENCE,2026.07.19.3
BISCUIT_RELIEF,REF-877AF2D42EB609BB4393,SOURCE_REFERENCE,REFERENCES_HOLDER_ID,A-ARLO-9088,P-ARLO,true,,,,,"[""A-ARLO-9088""]",A-ARLO-9088 references P-ARLO through holder_id.,authoring/relief_accounts.csv,"{""inferred"":true,""source_column"":""holder_id""}",CORE_EVIDENCE,2026.07.19.3
BISCUIT_RELIEF,REF-875AE6FD2410E82F414D,SOURCE_REFERENCE,REFERENCES_HOLDER_ID,A-PAWBRIDGE-3001,O-PAWBRIDGE,true,,,,,"[""A-PAWBRIDGE-3001""]",A-PAWBRIDGE-3001 references O-PAWBRIDGE through holder_id.,authoring/relief_accounts.csv,"{""inferred"":true,""source_column"":""holder_id""}",EXCULPATORY_EVIDENCE,2026.07.19.3
BISCUIT_RELIEF,REF-1A464411D27B1F4B5859,SOURCE_REFERENCE,REFERENCES_HOLDER_ID,A-HARBOR-3002,O-HARBOR,true,,,,,"[""A-HARBOR-3002""]",A-HARBOR-3002 references O-HARBOR through holder_id.,authoring/relief_accounts.csv,"{""inferred"":true,""source_column"":""holder_id""}",EXCULPATORY_EVIDENCE,2026.07.19.3
BISCUIT_RELIEF,REF-F5953DF1A744D4CFABC1,SOURCE_REFERENCE,REFERENCES_HOLDER_ID,A-WARM-3003,O-WARM,true,,,,,"[""A-WARM-3003""]",A-WARM-3003 references O-WARM through holder_id.,authoring/relief_accounts.csv,"{""inferred"":true,""source_column"":""holder_id""}",EXCULPATORY_EVIDENCE,2026.07.19.3
BISCUIT_RELIEF,REF-D7CBB91729A851A6F2DC,SOURCE_REFERENCE,REFERENCES_HOLDER_ID,A-HOPE-2031,P-HOPE,true,,,,,"[""A-HOPE-2031""]",A-HOPE-2031 references P-HOPE through holder_id.,authoring/relief_accounts.csv,"{""inferred"":true,""source_column"":""holder_id""}",BACKGROUND,2026.07.19.3
BISCUIT_RELIEF,REF-7BFD95041747536C68BF,SOURCE_REFERENCE,REFERENCES_HOLDER_ID,A-LEO-2062,P-LEO,true,,,,,"[""A-LEO-2062""]",A-LEO-2062 references P-LEO through holder_id.,authoring/relief_accounts.csv,"{""inferred"":true,""source_column"":""holder_id""}",BACKGROUND,2026.07.19.3
BISCUIT_RELIEF,REF-5B2A6A940AB8497A14B7,SOURCE_REFERENCE,REFERENCES_HOLDER_ID,A-RUBY-2093,P-RUBY,true,,,,,"[""A-RUBY-2093""]",A-RUBY-2093 references P-RUBY through holder_id.,authoring/relief_accounts.csv,"{""inferred"":true,""source_column"":""holder_id""}",BACKGROUND,2026.07.19.3
BISCUIT_RELIEF,REF-3F033818C444F963659E,SOURCE_REFERENCE,REFERENCES_HOLDER_ID,A-GIDEON-2124,P-GIDEON,true,,,,,"[""A-GIDEON-2124""]",A-GIDEON-2124 references P-GIDEON through holder_id.,authoring/relief_accounts.csv,"{""inferred"":true,""source_column"":""holder_id""}",BACKGROUND,2026.07.19.3
BISCUIT_RELIEF,REF-BAA11EAC5B5F8C7F1AB5,SOURCE_REFERENCE,REFERENCES_CAMPAIGN_ID,AD-0001,CAMP-001,true,,,,,"[""AD-0001""]",AD-0001 references CAMP-001 through campaign_id.,authoring/relief_advertisements.csv,"{""inferred"":true,""source_column"":""campaign_id""}",CORE_EVIDENCE,2026.07.19.3
BISCUIT_RELIEF,REF-42BE7E88375BC8FE62C8,SOURCE_REFERENCE,REFERENCES_CREATED_BY_RECORD_ID,AD-0001,PR-MINA-02,true,,,,,"[""AD-0001""]",AD-0001 references PR-MINA-02 through created_by_record_id.,authoring/relief_advertisements.csv,"{""inferred"":true,""source_column"":""created_by_record_id""}",CORE_EVIDENCE,2026.07.19.3
BISCUIT_RELIEF,REF-A9ED17A3A2849409BF20,SOURCE_REFERENCE,REFERENCES_CAMPAIGN_ID,AD-0002,CAMP-002,true,,,,,"[""AD-0002""]",AD-0002 references CAMP-002 through campaign_id.,authoring/relief_advertisements.csv,"{""inferred"":true,""source_column"":""campaign_id""}",CORE_EVIDENCE,2026.07.19.3
BISCUIT_RELIEF,REF-11A23B6941C83C3E462E,SOURCE_REFERENCE,REFERENCES_CREATED_BY_RECORD_ID,AD-0002,PR-MINA-02,true,,,,,"[""AD-0002""]",AD-0002 references PR-MINA-02 through created_by_record_id.,authoring/relief_advertisements.csv,"{""inferred"":true,""source_column"":""created_by_record_id""}",CORE_EVIDENCE,2026.07.19.3
BISCUIT_RELIEF,REF-F37859DE8D8977604F43,SOURCE_REFERENCE,REFERENCES_CAMPAIGN_ID,AD-0003,CAMP-003,true,,,,,"[""AD-0003""]",AD-0003 references CAMP-003 through campaign_id.,authoring/relief_advertisements.csv,"{""inferred"":true,""source_column"":""campaign_id""}",CORE_EVIDENCE,2026.07.19.3
BISCUIT_RELIEF,REF-F2E35FF0300ED3B33F77,SOURCE_REFERENCE,REFERENCES_CREATED_BY_RECORD_ID,AD-0003,PR-MINA-02,true,,,,,"[""AD-0003""]",AD-0003 references PR-MINA-02 through created_by_record_id.,authoring/relief_advertisements.csv,"{""inferred"":true,""source_column"":""created_by_record_id""}",CORE_EVIDENCE,2026.07.19.3
BISCUIT_RELIEF,REF-C527301EDAB6BD455E73,SOURCE_REFERENCE,REFERENCES_CAMPAIGN_ID,AD-0004,CAMP-004,true,,,,,"[""AD-0004""]",AD-0004 references CAMP-004 through campaign_id.,authoring/relief_advertisements.csv,"{""inferred"":true,""source_column"":""campaign_id""}",CORE_EVIDENCE,2026.07.19.3
BISCUIT_RELIEF,REF-9A99DBC1E160DAB429C2,SOURCE_REFERENCE,REFERENCES_CREATED_BY_RECORD_ID,AD-0004,PR-MINA-02,true,,,,,"[""AD-0004""]",AD-0004 references PR-MINA-02 through created_by_record_id.,authoring/relief_advertisements.csv,"{""inferred"":true,""source_column"":""created_by_record_id""}",CORE_EVIDENCE,2026.07.19.3
BISCUIT_RELIEF,REF-1BD2B82E0521143919AF,SOURCE_REFERENCE,REFERENCES_CAMPAIGN_ID,AD-0005,CAMP-005,true,,,,,"[""AD-0005""]",AD-0005 references CAMP-005 through campaign_id.,authoring/relief_advertisements.csv,"{""inferred"":true,""source_column"":""campaign_id""}",CORE_EVIDENCE,2026.07.19.3
BISCUIT_RELIEF,REF-B0B9FAA444AF62991827,SOURCE_REFERENCE,REFERENCES_CREATED_BY_RECORD_ID,AD-0005,PR-MINA-02,true,,,,,"[""AD-0005""]",AD-0005 references PR-MINA-02 through created_by_record_id.,authoring/relief_advertisements.csv,"{""inferred"":true,""source_column"":""created_by_record_id""}",CORE_EVIDENCE,2026.07.19.3
BISCUIT_RELIEF,REF-5DD9C2F2153F4A5CB6D8,SOURCE_REFERENCE,REFERENCES_CAMPAIGN_ID,AD-0006,CAMP-006,true,,,,,"[""AD-0006""]",AD-0006 references CAMP-006 through campaign_id.,authoring/relief_advertisements.csv,"{""inferred"":true,""source_column"":""campaign_id""}",CORE_EVIDENCE,2026.07.19.3
BISCUIT_RELIEF,REF-09183871467DA7ECD083,SOURCE_REFERENCE,REFERENCES_CREATED_BY_RECORD_ID,AD-0006,PR-MINA-02,true,,,,,"[""AD-0006""]",AD-0006 references PR-MINA-02 through created_by_record_id.,authoring/relief_advertisements.csv,"{""inferred"":true,""source_column"":""created_by_record_id""}",CORE_EVIDENCE,2026.07.19.3
BISCUIT_RELIEF,REF-513CD8CFB5C0BF15B479,SOURCE_REFERENCE,REFERENCES_CAMPAIGN_ID,AD-0007,CAMP-007,true,,,,,"[""AD-0007""]",AD-0007 references CAMP-007 through campaign_id.,authoring/relief_advertisements.csv,"{""inferred"":true,""source_column"":""campaign_id""}",CORE_EVIDENCE,2026.07.19.3
BISCUIT_RELIEF,REF-0CD230C789A6E58406BC,SOURCE_REFERENCE,REFERENCES_CREATED_BY_RECORD_ID,AD-0007,PR-MINA-02,true,,,,,"[""AD-0007""]",AD-0007 references PR-MINA-02 through created_by_record_id.,authoring/relief_advertisements.csv,"{""inferred"":true,""source_column"":""created_by_record_id""}",CORE_EVIDENCE,2026.07.19.3
BISCUIT_RELIEF,REF-612B8E2E8EE782F617D7,SOURCE_REFERENCE,REFERENCES_CAMPAIGN_ID,AD-0008,CAMP-008,true,,,,,"[""AD-0008""]",AD-0008 references CAMP-008 through campaign_id.,authoring/relief_advertisements.csv,"{""inferred"":true,""source_column"":""campaign_id""}",CORE_EVIDENCE,2026.07.19.3
BISCUIT_RELIEF,REF-99F2CA194203A3A380CB,SOURCE_REFERENCE,REFERENCES_CREATED_BY_RECORD_ID,AD-0008,PR-MINA-02,true,,,,,"[""AD-0008""]",AD-0008 references PR-MINA-02 through created_by_record_id.,authoring/relief_advertisements.csv,"{""inferred"":true,""source_column"":""created_by_record_id""}",CORE_EVIDENCE,2026.07.19.3
BISCUIT_RELIEF,REF-A27579BE62674AC91A7C,SOURCE_REFERENCE,REFERENCES_CAMPAIGN_ID,AD-0009,CAMP-009,true,,,,,"[""AD-0009""]",AD-0009 references CAMP-009 through campaign_id.,authoring/relief_advertisements.csv,"{""inferred"":true,""source_column"":""campaign_id""}",CORE_EVIDENCE,2026.07.19.3
BISCUIT_RELIEF,REF-9F3E3978DC83A714AD3A,SOURCE_REFERENCE,REFERENCES_CREATED_BY_RECORD_ID,AD-0009,PR-MINA-02,true,,,,,"[""AD-0009""]",AD-0009 references PR-MINA-02 through created_by_record_id.,authoring/relief_advertisements.csv,"{""inferred"":true,""source_column"":""created_by_record_id""}",CORE_EVIDENCE,2026.07.19.3
BISCUIT_RELIEF,REF-3FF66CB17DC24712943C,SOURCE_REFERENCE,REFERENCES_CAMPAIGN_ID,AD-0010,CAMP-010,true,,,,,"[""AD-0010""]",AD-0010 references CAMP-010 through campaign_id.,authoring/relief_advertisements.csv,"{""inferred"":true,""source_column"":""campaign_id""}",CORE_EVIDENCE,2026.07.19.3
BISCUIT_RELIEF,REF-52B1586DA174CBCE8A1B,SOURCE_REFERENCE,REFERENCES_CREATED_BY_RECORD_ID,AD-0010,PR-MINA-02,true,,,,,"[""AD-0010""]",AD-0010 references PR-MINA-02 through created_by_record_id.,authoring/relief_advertisements.csv,"{""inferred"":true,""source_column"":""created_by_record_id""}",CORE_EVIDENCE,2026.07.19.3
BISCUIT_RELIEF,REF-491948D21FD9ED01E14A,SOURCE_REFERENCE,REFERENCES_CAMPAIGN_ID,AD-0011,CAMP-011,true,,,,,"[""AD-0011""]",AD-0011 references CAMP-011 through campaign_id.,authoring/relief_advertisements.csv,"{""inferred"":true,""source_column"":""campaign_id""}",CORE_EVIDENCE,2026.07.19.3
BISCUIT_RELIEF,REF-2452F8038F28E7EDA957,SOURCE_REFERENCE,REFERENCES_CREATED_BY_RECORD_ID,AD-0011,PR-MINA-02,true,,,,,"[""AD-0011""]",AD-0011 references PR-MINA-02 through created_by_record_id.,authoring/relief_advertisements.csv,"{""inferred"":true,""source_column"":""created_by_record_id""}",CORE_EVIDENCE,2026.07.19.3
BISCUIT_RELIEF,REF-6CA97DF34825AFF63EDE,SOURCE_REFERENCE,REFERENCES_CAMPAIGN_ID,AD-0012,CAMP-012,true,,,,,"[""AD-0012""]",AD-0012 references CAMP-012 through campaign_id.,authoring/relief_advertisements.csv,"{""inferred"":true,""source_column"":""campaign_id""}",CORE_EVIDENCE,2026.07.19.3
BISCUIT_RELIEF,REF-168D2783FABCD7066701,SOURCE_REFERENCE,REFERENCES_CREATED_BY_RECORD_ID,AD-0012,PR-MINA-02,true,,,,,"[""AD-0012""]",AD-0012 references PR-MINA-02 through created_by_record_id.,authoring/relief_advertisements.csv,"{""inferred"":true,""source_column"":""created_by_record_id""}",CORE_EVIDENCE,2026.07.19.3
BISCUIT_RELIEF,REF-3350229B9DC099E857A3,SOURCE_REFERENCE,REFERENCES_BENEFICIARY_ORGANIZATION_RECORD_ID,BEN-001,OR-PAWBRIDGE-02,true,,,,,"[""BEN-001""]",BEN-001 references OR-PAWBRIDGE-02 through beneficiary_organization_record_id.,authoring/relief_beneficiary_programs.csv,"{""inferred"":true,""source_column"":""beneficiary_organization_record_id""}",EXCULPATORY_EVIDENCE,2026.07.19.3
BISCUIT_RELIEF,REF-A3ED61D65E04C68FE509,SOURCE_REFERENCE,REFERENCES_BENEFICIARY_ORGANIZATION_RECORD_ID,BEN-002,OR-HARBOR-02,true,,,,,"[""BEN-002""]",BEN-002 references OR-HARBOR-02 through beneficiary_organization_record_id.,authoring/relief_beneficiary_programs.csv,"{""inferred"":true,""source_column"":""beneficiary_organization_record_id""}",EXCULPATORY_EVIDENCE,2026.07.19.3
BISCUIT_RELIEF,REF-382F4305C2CF7B2364DB,SOURCE_REFERENCE,REFERENCES_BENEFICIARY_ORGANIZATION_RECORD_ID,BEN-003,OR-WARM-02,true,,,,,"[""BEN-003""]",BEN-003 references OR-WARM-02 through beneficiary_organization_record_id.,authoring/relief_beneficiary_programs.csv,"{""inferred"":true,""source_column"":""beneficiary_organization_record_id""}",EXCULPATORY_EVIDENCE,2026.07.19.3
BISCUIT_RELIEF,REF-6FABE4C7AB755FA683BC,SOURCE_REFERENCE,REFERENCES_BENEFICIARY_ORGANIZATION_RECORD_ID,BEN-004,OR-PAWBRIDGE-02,true,,,,,"[""BEN-004""]",BEN-004 references OR-PAWBRIDGE-02 through beneficiary_organization_record_id.,authoring/relief_beneficiary_programs.csv,"{""inferred"":true,""source_column"":""beneficiary_organization_record_id""}",EXCULPATORY_EVIDENCE,2026.07.19.3
