case_id,candidate_id,left_record_id,right_record_id,entity_type,confidence_band,estimated_score,agreement_fields_json,disagreement_fields_json,missing_fields_json,expected_truth,generation_mode,framework_semantics,actual_engine_run,authoring_method_version,review_status,provenance_note,content_role,metadata_json,snapshot_version
BONE_LEDGER,Z-001,PR-CHESTER-01,PR-CHESTER-02,PERSON,HIGH,0.967,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source records.,CORE_EVIDENCE,"{""source_dataset"":""analytics/bone_zingg_candidate_relationships.csv""}",2026.07.18.1
BONE_LEDGER,Z-002,PR-CHESTER-01,PR-CHESTER-03,PERSON,HIGH,0.961,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source records.,CORE_EVIDENCE,"{""source_dataset"":""analytics/bone_zingg_candidate_relationships.csv""}",2026.07.18.1
BONE_LEDGER,Z-003,PR-CHESTER-01,PR-CHESTER-04,PERSON,HIGH,0.955,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source records.,CORE_EVIDENCE,"{""source_dataset"":""analytics/bone_zingg_candidate_relationships.csv""}",2026.07.18.1
BONE_LEDGER,Z-004,PR-CHESTER-02,PR-CHESTER-03,PERSON,HIGH,0.949,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source records.,CORE_EVIDENCE,"{""source_dataset"":""analytics/bone_zingg_candidate_relationships.csv""}",2026.07.18.1
BONE_LEDGER,Z-005,PR-CHESTER-02,PR-CHESTER-04,PERSON,HIGH,0.943,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source records.,CORE_EVIDENCE,"{""source_dataset"":""analytics/bone_zingg_candidate_relationships.csv""}",2026.07.18.1
BONE_LEDGER,Z-006,PR-CHESTER-03,PR-CHESTER-04,PERSON,HIGH,0.937,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source records.,CORE_EVIDENCE,"{""source_dataset"":""analytics/bone_zingg_candidate_relationships.csv""}",2026.07.18.1
BONE_LEDGER,Z-007,PR-GRETA-01,PR-GRETA-02,PERSON,HIGH,0.955,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source records.,CORE_EVIDENCE,"{""source_dataset"":""analytics/bone_zingg_candidate_relationships.csv""}",2026.07.18.1
BONE_LEDGER,Z-008,PR-GRETA-01,PR-GRETA-03,PERSON,HIGH,0.949,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source records.,CORE_EVIDENCE,"{""source_dataset"":""analytics/bone_zingg_candidate_relationships.csv""}",2026.07.18.1
BONE_LEDGER,Z-009,PR-GRETA-02,PR-GRETA-03,PERSON,HIGH,0.943,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source records.,CORE_EVIDENCE,"{""source_dataset"":""analytics/bone_zingg_candidate_relationships.csv""}",2026.07.18.1
BONE_LEDGER,Z-010,PR-MARVIN-01,PR-MARVIN-02,PERSON,HIGH,0.948,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source records.,CORE_EVIDENCE,"{""source_dataset"":""analytics/bone_zingg_candidate_relationships.csv""}",2026.07.18.1
