case_id,match_id,rule_id,relationship_type,left_record_id,right_record_id,exact_field,masked_exact_value,normalization_version,generation_mode,framework_semantics,actual_engine_run,authoring_method_version,review_status,ambiguity_warning,supporting_record_ids_json,content_role,metadata_json,snapshot_version
BONE_LEDGER,GF-0001,GF-VENDOR-ACCOUNT,SAME_VENDOR_ACCOUNT,INV-0001,A-BRASS-8844,beneficiary_account_id,••••8844,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Exact account links invoice and vendor; control requires separate evidence.,"[""INV-0001""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/bone_graphframes_exact_relationships.csv""}",2026.07.18.1
BONE_LEDGER,GF-0002,GF-VENDOR-ACCOUNT,SAME_VENDOR_ACCOUNT,INV-0002,A-LAR-6631,beneficiary_account_id,••••6631,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Exact account links invoice and vendor; control requires separate evidence.,"[""INV-0002""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/bone_graphframes_exact_relationships.csv""}",2026.07.18.1
BONE_LEDGER,GF-0003,GF-VENDOR-ACCOUNT,SAME_VENDOR_ACCOUNT,INV-0004,A-BRASS-8844,beneficiary_account_id,••••8844,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Exact account links invoice and vendor; control requires separate evidence.,"[""INV-0004""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/bone_graphframes_exact_relationships.csv""}",2026.07.18.1
BONE_LEDGER,GF-0004,GF-VENDOR-ACCOUNT,SAME_VENDOR_ACCOUNT,INV-0005,A-LAR-6631,beneficiary_account_id,••••6631,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Exact account links invoice and vendor; control requires separate evidence.,"[""INV-0005""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/bone_graphframes_exact_relationships.csv""}",2026.07.18.1
BONE_LEDGER,GF-0005,GF-VENDOR-ACCOUNT,SAME_VENDOR_ACCOUNT,INV-0007,A-BRASS-8844,beneficiary_account_id,••••8844,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Exact account links invoice and vendor; control requires separate evidence.,"[""INV-0007""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/bone_graphframes_exact_relationships.csv""}",2026.07.18.1
BONE_LEDGER,GF-0006,GF-VENDOR-ACCOUNT,SAME_VENDOR_ACCOUNT,INV-0008,A-LAR-6631,beneficiary_account_id,••••6631,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Exact account links invoice and vendor; control requires separate evidence.,"[""INV-0008""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/bone_graphframes_exact_relationships.csv""}",2026.07.18.1
BONE_LEDGER,GF-0007,GF-VENDOR-ACCOUNT,SAME_VENDOR_ACCOUNT,INV-0010,A-BRASS-8844,beneficiary_account_id,••••8844,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Exact account links invoice and vendor; control requires separate evidence.,"[""INV-0010""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/bone_graphframes_exact_relationships.csv""}",2026.07.18.1
BONE_LEDGER,GF-0008,GF-VENDOR-ACCOUNT,SAME_VENDOR_ACCOUNT,INV-0011,A-LAR-6631,beneficiary_account_id,••••6631,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Exact account links invoice and vendor; control requires separate evidence.,"[""INV-0011""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/bone_graphframes_exact_relationships.csv""}",2026.07.18.1
BONE_LEDGER,GF-0009,GF-VENDOR-ACCOUNT,SAME_VENDOR_ACCOUNT,INV-0013,A-BRASS-8844,beneficiary_account_id,••••8844,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Exact account links invoice and vendor; control requires separate evidence.,"[""INV-0013""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/bone_graphframes_exact_relationships.csv""}",2026.07.18.1
BONE_LEDGER,GF-0010,GF-VENDOR-ACCOUNT,SAME_VENDOR_ACCOUNT,INV-0014,A-LAR-6631,beneficiary_account_id,••••6631,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Exact account links invoice and vendor; control requires separate evidence.,"[""INV-0014""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/bone_graphframes_exact_relationships.csv""}",2026.07.18.1
BONE_LEDGER,GF-0011,GF-VENDOR-ACCOUNT,SAME_VENDOR_ACCOUNT,INV-0016,A-BRASS-8844,beneficiary_account_id,••••8844,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Exact account links invoice and vendor; control requires separate evidence.,"[""INV-0016""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/bone_graphframes_exact_relationships.csv""}",2026.07.18.1
BONE_LEDGER,GF-0012,GF-VENDOR-ACCOUNT,SAME_VENDOR_ACCOUNT,INV-0017,A-LAR-6631,beneficiary_account_id,••••6631,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Exact account links invoice and vendor; control requires separate evidence.,"[""INV-0017""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/bone_graphframes_exact_relationships.csv""}",2026.07.18.1
BONE_LEDGER,GF-0013,GF-VENDOR-ACCOUNT,SAME_VENDOR_ACCOUNT,INV-0019,A-BRASS-8844,beneficiary_account_id,••••8844,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Exact account links invoice and vendor; control requires separate evidence.,"[""INV-0019""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/bone_graphframes_exact_relationships.csv""}",2026.07.18.1
BONE_LEDGER,GF-0014,GF-VENDOR-ACCOUNT,SAME_VENDOR_ACCOUNT,INV-0020,A-LAR-6631,beneficiary_account_id,••••6631,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Exact account links invoice and vendor; control requires separate evidence.,"[""INV-0020""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/bone_graphframes_exact_relationships.csv""}",2026.07.18.1
BONE_LEDGER,GF-0015,GF-VENDOR-ACCOUNT,SAME_VENDOR_ACCOUNT,INV-0022,A-BRASS-8844,beneficiary_account_id,••••8844,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Exact account links invoice and vendor; control requires separate evidence.,"[""INV-0022""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/bone_graphframes_exact_relationships.csv""}",2026.07.18.1
BONE_LEDGER,GF-0016,GF-VENDOR-ACCOUNT,SAME_VENDOR_ACCOUNT,INV-0023,A-LAR-6631,beneficiary_account_id,••••6631,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Exact account links invoice and vendor; control requires separate evidence.,"[""INV-0023""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/bone_graphframes_exact_relationships.csv""}",2026.07.18.1
BONE_LEDGER,GF-0017,GF-PERSONAL-ACCOUNT,SAME_PERSONAL_ACCOUNT,TX-DIV-001,A-CHESTER-9912,destination_account_id,••••9912,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Exact personal beneficiary supports diversion when combined with KYC and source-of-funds evidence.,"[""TX-DIV-001""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/bone_graphframes_exact_relationships.csv""}",2026.07.18.1
BONE_LEDGER,GF-0018,GF-PERSONAL-ACCOUNT,SAME_PERSONAL_ACCOUNT,TX-DIV-002,A-MARVIN-4428,destination_account_id,••••4428,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Exact personal beneficiary supports diversion when combined with KYC and source-of-funds evidence.,"[""TX-DIV-002""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/bone_graphframes_exact_relationships.csv""}",2026.07.18.1
BONE_LEDGER,GF-0019,GF-PERSONAL-ACCOUNT,SAME_PERSONAL_ACCOUNT,TX-DIV-004,A-CHESTER-9912,destination_account_id,••••9912,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Exact personal beneficiary supports diversion when combined with KYC and source-of-funds evidence.,"[""TX-DIV-004""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/bone_graphframes_exact_relationships.csv""}",2026.07.18.1
BONE_LEDGER,GF-0020,GF-PERSONAL-ACCOUNT,SAME_PERSONAL_ACCOUNT,TX-DIV-005,A-MARVIN-4428,destination_account_id,••••4428,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Exact personal beneficiary supports diversion when combined with KYC and source-of-funds evidence.,"[""TX-DIV-005""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/bone_graphframes_exact_relationships.csv""}",2026.07.18.1
