case_id,profile_code,candidate_id,left_record_id,right_record_id,entity_type,confidence_band,estimated_score,agreement_fields_json,disagreement_fields_json,missing_fields_json,generation_mode,framework_semantics,actual_engine_run,provenance_note,snapshot_version
PHANTOM_VET,ADULT,Z-0001,PR-ROWAN-01,PR-ROWAN-02,PERSON,HIGH,,"[""name"",""email_or_phone""]","[""source_format""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same person across source systems.,2026.07.18.1-L2
PHANTOM_VET,ADULT,Z-0002,PR-ROWAN-01,PR-ROWAN-03,PERSON,HIGH,,"[""name"",""email_or_phone""]","[""source_format""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same person across source systems.,2026.07.18.1-L2
PHANTOM_VET,ADULT,Z-0003,PR-ROWAN-01,PR-ROWAN-04,PERSON,HIGH,,"[""name"",""email_or_phone""]","[""source_format""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same person across source systems.,2026.07.18.1-L2
PHANTOM_VET,ADULT,Z-0004,PR-ROWAN-02,PR-ROWAN-03,PERSON,HIGH,,"[""name"",""email_or_phone""]","[""source_format""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same person across source systems.,2026.07.18.1-L2
PHANTOM_VET,ADULT,Z-0005,PR-ROWAN-02,PR-ROWAN-04,PERSON,HIGH,,"[""name"",""email_or_phone""]","[""source_format""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same person across source systems.,2026.07.18.1-L2
PHANTOM_VET,ADULT,Z-0006,PR-ROWAN-03,PR-ROWAN-04,PERSON,HIGH,,"[""name"",""email_or_phone""]","[""source_format""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same person across source systems.,2026.07.18.1-L2
PHANTOM_VET,ADULT,Z-0007,PR-MIRA-01,PR-MIRA-02,PERSON,HIGH,,"[""name"",""email_or_phone""]","[""source_format""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same person across source systems.,2026.07.18.1-L2
PHANTOM_VET,ADULT,Z-0008,PR-MIRA-01,PR-MIRA-03,PERSON,HIGH,,"[""name"",""email_or_phone""]","[""source_format""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same person across source systems.,2026.07.18.1-L2
PHANTOM_VET,ADULT,Z-0009,PR-MIRA-02,PR-MIRA-03,PERSON,HIGH,,"[""name"",""email_or_phone""]","[""source_format""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same person across source systems.,2026.07.18.1-L2
PHANTOM_VET,ADULT,Z-0010,PR-DEXTER-01,PR-DEXTER-02,PERSON,HIGH,,"[""name"",""email_or_phone""]","[""source_format""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same person across source systems.,2026.07.18.1-L2
PHANTOM_VET,ADULT,Z-0011,PR-DEXTER-01,PR-DEXTER-03,PERSON,HIGH,,"[""name"",""email_or_phone""]","[""source_format""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same person across source systems.,2026.07.18.1-L2
PHANTOM_VET,ADULT,Z-0012,PR-DEXTER-02,PR-DEXTER-03,PERSON,HIGH,,"[""name"",""email_or_phone""]","[""source_format""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same person across source systems.,2026.07.18.1-L2
PHANTOM_VET,ADULT,Z-0013,PR-ELENA-01,PR-ELENA-02,PERSON,HIGH,,"[""name"",""email_or_phone""]","[""source_format""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same person across source systems.,2026.07.18.1-L2
PHANTOM_VET,ADULT,Z-0014,PR-ELENA-01,PR-ELENA-03,PERSON,HIGH,,"[""name"",""email_or_phone""]","[""source_format""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same person across source systems.,2026.07.18.1-L2
PHANTOM_VET,ADULT,Z-0015,PR-ELENA-02,PR-ELENA-03,PERSON,HIGH,,"[""name"",""email_or_phone""]","[""source_format""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same person across source systems.,2026.07.18.1-L2
PHANTOM_VET,ADULT,Z-0016,PR-TESSA-01,PR-TESSA-02,PERSON,MEDIUM_HIGH,,"[""name"",""email_or_phone""]","[""source_format""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same person across source systems.,2026.07.18.1-L2
