case_id,match_id,rule_id,relationship_type,left_record_id,right_record_id,exact_field,masked_exact_value,normalization_version,generation_mode,framework_semantics,actual_engine_run,authoring_method_version,review_status,ambiguity_warning,supporting_record_ids_json,content_role,metadata_json,snapshot_version
CEO_BARKED_TWICE,GF-0001,GF-REG-01,SAME_REGISTRAR_ACCOUNT,DREG-002,DREG-004,registrar_account_id,REGACC-441,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES,false,ceo-bec-graphframes-v1,APPROVED,Shared registrar account links infrastructure but identity/control still require corroboration.,"[""DREG-002"",""DREG-004""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/ceo_graphframes_exact_relationships.csv""}",2026.07.19.2
CEO_BARKED_TWICE,GF-0002,GF-RECOVERY-01,SAME_RECOVERY_EMAIL,DREG-002,DREG-004,recovery_email,ops@nightjar-consult.example,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES,false,ceo-bec-graphframes-v1,APPROVED,Shared recovery mailbox supports common control.,"[""DREG-002"",""DREG-004""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/ceo_graphframes_exact_relationships.csv""}",2026.07.19.2
CEO_BARKED_TWICE,GF-0003,GF-HOST-01,SAME_HOSTING_IP,DREG-002,DREG-004,hosting_ip,192.0.2.144,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES,false,ceo-bec-graphframes-v1,APPROVED,Shared hosting can be multi-tenant; combine with registrar and TLS evidence.,"[""DREG-002"",""DREG-004""]",SUPPORTING_EVIDENCE,"{""source_dataset"":""analytics/ceo_graphframes_exact_relationships.csv""}",2026.07.19.2
CEO_BARKED_TWICE,GF-0004,GF-TLS-01,SAME_TLS_FINGERPRINT,DREG-002,DREG-004,tls_fingerprint,TLS-FP-91AF44,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES,false,ceo-bec-graphframes-v1,APPROVED,Exact TLS fingerprint strongly links the configured infrastructure but is not a culpability verdict.,"[""DREG-002"",""DREG-004""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/ceo_graphframes_exact_relationships.csv""}",2026.07.19.2
CEO_BARKED_TWICE,GF-0005,GF-REG-01,SAME_REGISTRAR_ACCOUNT,DREG-002,DREG-005,registrar_account_id,REGACC-441,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES,false,ceo-bec-graphframes-v1,APPROVED,Shared registrar account links infrastructure but identity/control still require corroboration.,"[""DREG-002"",""DREG-005""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/ceo_graphframes_exact_relationships.csv""}",2026.07.19.2
CEO_BARKED_TWICE,GF-0006,GF-RECOVERY-01,SAME_RECOVERY_EMAIL,DREG-002,DREG-005,recovery_email,ops@nightjar-consult.example,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES,false,ceo-bec-graphframes-v1,APPROVED,Shared recovery mailbox supports common control.,"[""DREG-002"",""DREG-005""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/ceo_graphframes_exact_relationships.csv""}",2026.07.19.2
CEO_BARKED_TWICE,GF-0007,GF-HOST-01,SAME_HOSTING_IP,DREG-002,DREG-005,hosting_ip,192.0.2.144,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES,false,ceo-bec-graphframes-v1,APPROVED,Shared hosting can be multi-tenant; combine with registrar and TLS evidence.,"[""DREG-002"",""DREG-005""]",SUPPORTING_EVIDENCE,"{""source_dataset"":""analytics/ceo_graphframes_exact_relationships.csv""}",2026.07.19.2
CEO_BARKED_TWICE,GF-0008,GF-TLS-01,SAME_TLS_FINGERPRINT,DREG-002,DREG-005,tls_fingerprint,TLS-FP-91AF44,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES,false,ceo-bec-graphframes-v1,APPROVED,Exact TLS fingerprint strongly links the configured infrastructure but is not a culpability verdict.,"[""DREG-002"",""DREG-005""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/ceo_graphframes_exact_relationships.csv""}",2026.07.19.2
CEO_BARKED_TWICE,GF-0017,GF-REG-01,SAME_REGISTRAR_ACCOUNT,DREG-004,DREG-005,registrar_account_id,REGACC-441,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES,false,ceo-bec-graphframes-v1,APPROVED,Shared registrar account links infrastructure but identity/control still require corroboration.,"[""DREG-004"",""DREG-005""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/ceo_graphframes_exact_relationships.csv""}",2026.07.19.2
CEO_BARKED_TWICE,GF-0018,GF-RECOVERY-01,SAME_RECOVERY_EMAIL,DREG-004,DREG-005,recovery_email,ops@nightjar-consult.example,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES,false,ceo-bec-graphframes-v1,APPROVED,Shared recovery mailbox supports common control.,"[""DREG-004"",""DREG-005""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/ceo_graphframes_exact_relationships.csv""}",2026.07.19.2
CEO_BARKED_TWICE,GF-0019,GF-HOST-01,SAME_HOSTING_IP,DREG-004,DREG-005,hosting_ip,192.0.2.144,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES,false,ceo-bec-graphframes-v1,APPROVED,Shared hosting can be multi-tenant; combine with registrar and TLS evidence.,"[""DREG-004"",""DREG-005""]",SUPPORTING_EVIDENCE,"{""source_dataset"":""analytics/ceo_graphframes_exact_relationships.csv""}",2026.07.19.2
