case_id,profile_code,relationship_id,relationship_family,relationship_type,source_record_id,target_record_id,directed,event_time,weight,supporting_record_ids_json,safe_summary,provenance,safe_attributes_json,snapshot_version
LOVE_LEASHES_OFFSHORE,SENIOR,REF-C339F2240D89B831D12A,SOURCE_REFERENCE,REFERENCES_COMPLAINANT_RECORD_ID,CMP-001,PR-EVELYN-01,true,,,"[""CMP-001""]",CMP-001 references PR-EVELYN-01 through complainant_record_id.,genie/senior/complaints.csv,"{""inferred"":true,""source_column"":""complainant_record_id""}",2026.07.18.1
LOVE_LEASHES_OFFSHORE,SENIOR,REF-5F3C109381627AA4FFE0,SOURCE_REFERENCE,REFERENCES_RELATED_OBJECT_ID,CMP-001,THR-0001,true,,,"[""CMP-001""]",CMP-001 references THR-0001 through related_object_id.,genie/senior/complaints.csv,"{""inferred"":true,""source_column"":""related_object_id""}",2026.07.18.1
LOVE_LEASHES_OFFSHORE,SENIOR,REF-2DA6C704C14B6DDCBA91,SOURCE_REFERENCE,REFERENCES_COMPLAINANT_RECORD_ID,CMP-002,PR-BERNARD-01,true,,,"[""CMP-002""]",CMP-002 references PR-BERNARD-01 through complainant_record_id.,genie/senior/complaints.csv,"{""inferred"":true,""source_column"":""complainant_record_id""}",2026.07.18.1
LOVE_LEASHES_OFFSHORE,SENIOR,REF-089C3A73F8BCB4C6AF21,SOURCE_REFERENCE,REFERENCES_RELATED_OBJECT_ID,CMP-002,TX-VICTIM-0002,true,,,"[""CMP-002""]",CMP-002 references TX-VICTIM-0002 through related_object_id.,genie/senior/complaints.csv,"{""inferred"":true,""source_column"":""related_object_id""}",2026.07.18.1
LOVE_LEASHES_OFFSHORE,SENIOR,REF-D1BDAC24C18B7DD72117,SOURCE_REFERENCE,REFERENCES_COMPLAINANT_RECORD_ID,CMP-003,PR-ROSA-01,true,,,"[""CMP-003""]",CMP-003 references PR-ROSA-01 through complainant_record_id.,genie/senior/complaints.csv,"{""inferred"":true,""source_column"":""complainant_record_id""}",2026.07.18.1
LOVE_LEASHES_OFFSHORE,SENIOR,REF-5D3BEBFDFB977AE9E2B0,SOURCE_REFERENCE,REFERENCES_RELATED_OBJECT_ID,CMP-003,LET-0003,true,,,"[""CMP-003""]",CMP-003 references LET-0003 through related_object_id.,genie/senior/complaints.csv,"{""inferred"":true,""source_column"":""related_object_id""}",2026.07.18.1
LOVE_LEASHES_OFFSHORE,SENIOR,REF-D708B30EE39D6AF57D4C,SOURCE_REFERENCE,REFERENCES_COMPLAINANT_RECORD_ID,CMP-004,PR-LIAM-01,true,,,"[""CMP-004""]",CMP-004 references PR-LIAM-01 through complainant_record_id.,genie/senior/complaints.csv,"{""inferred"":true,""source_column"":""complainant_record_id""}",2026.07.18.1
LOVE_LEASHES_OFFSHORE,SENIOR,REF-B0024B30E0F376859AD7,SOURCE_REFERENCE,REFERENCES_RELATED_OBJECT_ID,CMP-004,PAR-0004,true,,,"[""CMP-004""]",CMP-004 references PAR-0004 through related_object_id.,genie/senior/complaints.csv,"{""inferred"":true,""source_column"":""related_object_id""}",2026.07.18.1
LOVE_LEASHES_OFFSHORE,SENIOR,REF-1BDE771F64FB8B8B0122,SOURCE_REFERENCE,REFERENCES_COMPLAINANT_RECORD_ID,CMP-005,PR-THEO-01,true,,,"[""CMP-005""]",CMP-005 references PR-THEO-01 through complainant_record_id.,genie/senior/complaints.csv,"{""inferred"":true,""source_column"":""complainant_record_id""}",2026.07.18.1
LOVE_LEASHES_OFFSHORE,SENIOR,REF-929E04E5A9F234B99DFE,SOURCE_REFERENCE,REFERENCES_RELATED_OBJECT_ID,CMP-005,PAR-0005,true,,,"[""CMP-005""]",CMP-005 references PAR-0005 through related_object_id.,genie/senior/complaints.csv,"{""inferred"":true,""source_column"":""related_object_id""}",2026.07.18.1
LOVE_LEASHES_OFFSHORE,SENIOR,REF-30BEA2DB957C7259F893,SOURCE_REFERENCE,REFERENCES_COMPLAINANT_RECORD_ID,CMP-006,PR-NINA-01,true,,,"[""CMP-006""]",CMP-006 references PR-NINA-01 through complainant_record_id.,genie/senior/complaints.csv,"{""inferred"":true,""source_column"":""complainant_record_id""}",2026.07.18.1
LOVE_LEASHES_OFFSHORE,SENIOR,REF-EF4CD0A8041C6406D883,SOURCE_REFERENCE,REFERENCES_RELATED_OBJECT_ID,CMP-006,PAR-0006,true,,,"[""CMP-006""]",CMP-006 references PAR-0006 through related_object_id.,genie/senior/complaints.csv,"{""inferred"":true,""source_column"":""related_object_id""}",2026.07.18.1
LOVE_LEASHES_OFFSHORE,SENIOR,REF-1E3E1DC2D77C880106F6,SOURCE_REFERENCE,REFERENCES_COMPLAINANT_RECORD_ID,CMP-007,PR-CLARA-01,true,,,"[""CMP-007""]",CMP-007 references PR-CLARA-01 through complainant_record_id.,genie/senior/complaints.csv,"{""inferred"":true,""source_column"":""complainant_record_id""}",2026.07.18.1
LOVE_LEASHES_OFFSHORE,SENIOR,REF-AC704C4ECE281ADC1E01,SOURCE_REFERENCE,REFERENCES_RELATED_OBJECT_ID,CMP-007,THR-0007,true,,,"[""CMP-007""]",CMP-007 references THR-0007 through related_object_id.,genie/senior/complaints.csv,"{""inferred"":true,""source_column"":""related_object_id""}",2026.07.18.1
LOVE_LEASHES_OFFSHORE,SENIOR,REF-118DF7A4D8DBE8FAE35D,SOURCE_REFERENCE,REFERENCES_COMPLAINANT_RECORD_ID,CMP-008,PR-EVELYN-01,true,,,"[""CMP-008""]",CMP-008 references PR-EVELYN-01 through complainant_record_id.,genie/senior/complaints.csv,"{""inferred"":true,""source_column"":""complainant_record_id""}",2026.07.18.1
