case_id,candidate_id,left_record_id,right_record_id,entity_type,confidence_band,estimated_score,agreement_fields_json,disagreement_fields_json,missing_fields_json,expected_truth,generation_mode,framework_semantics,actual_engine_run,authoring_method_version,review_status,provenance_note,content_role,metadata_json,snapshot_version
BISCUIT_RELIEF,Z-001,PR-ARLO-01,PR-ARLO-02,PERSON,HIGH,0.965,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,PUPPY_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source systems.,CORE_EVIDENCE,"{""source_dataset"":""analytics/relief_zingg_candidate_relationships.csv""}",2026.07.19.3
BISCUIT_RELIEF,Z-002,PR-ARLO-01,PR-ARLO-03,PERSON,HIGH,0.959,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,PUPPY_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source systems.,CORE_EVIDENCE,"{""source_dataset"":""analytics/relief_zingg_candidate_relationships.csv""}",2026.07.19.3
BISCUIT_RELIEF,Z-003,PR-ARLO-01,PR-ARLO-04,PERSON,HIGH,0.953,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,PUPPY_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source systems.,CORE_EVIDENCE,"{""source_dataset"":""analytics/relief_zingg_candidate_relationships.csv""}",2026.07.19.3
BISCUIT_RELIEF,Z-004,PR-ARLO-02,PR-ARLO-03,PERSON,HIGH,0.947,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,PUPPY_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source systems.,CORE_EVIDENCE,"{""source_dataset"":""analytics/relief_zingg_candidate_relationships.csv""}",2026.07.19.3
BISCUIT_RELIEF,Z-005,PR-ARLO-02,PR-ARLO-04,PERSON,HIGH,0.941,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,PUPPY_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source systems.,CORE_EVIDENCE,"{""source_dataset"":""analytics/relief_zingg_candidate_relationships.csv""}",2026.07.19.3
BISCUIT_RELIEF,Z-006,PR-ARLO-03,PR-ARLO-04,PERSON,HIGH,0.935,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,PUPPY_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source systems.,CORE_EVIDENCE,"{""source_dataset"":""analytics/relief_zingg_candidate_relationships.csv""}",2026.07.19.3
BISCUIT_RELIEF,Z-007,PR-MINA-01,PR-MINA-02,PERSON,HIGH,0.952,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,PUPPY_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source systems.,CORE_EVIDENCE,"{""source_dataset"":""analytics/relief_zingg_candidate_relationships.csv""}",2026.07.19.3
BISCUIT_RELIEF,Z-008,PR-MINA-01,PR-MINA-03,PERSON,HIGH,0.946,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,PUPPY_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source systems.,CORE_EVIDENCE,"{""source_dataset"":""analytics/relief_zingg_candidate_relationships.csv""}",2026.07.19.3
BISCUIT_RELIEF,Z-009,PR-MINA-02,PR-MINA-03,PERSON,HIGH,0.940,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,PUPPY_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source systems.,CORE_EVIDENCE,"{""source_dataset"":""analytics/relief_zingg_candidate_relationships.csv""}",2026.07.19.3
BISCUIT_RELIEF,Z-010,PR-FELIX-01,PR-FELIX-02,PERSON,HIGH,0.947,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,PUPPY_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source systems.,CORE_EVIDENCE,"{""source_dataset"":""analytics/relief_zingg_candidate_relationships.csv""}",2026.07.19.3
BISCUIT_RELIEF,Z-011,PR-FELIX-01,PR-FELIX-03,PERSON,HIGH,0.941,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,PUPPY_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source systems.,CORE_EVIDENCE,"{""source_dataset"":""analytics/relief_zingg_candidate_relationships.csv""}",2026.07.19.3
BISCUIT_RELIEF,Z-012,PR-FELIX-02,PR-FELIX-03,PERSON,HIGH,0.935,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,PUPPY_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source systems.,CORE_EVIDENCE,"{""source_dataset"":""analytics/relief_zingg_candidate_relationships.csv""}",2026.07.19.3
BISCUIT_RELIEF,Z-013,PR-VIOLET-01,PR-VIOLET-02,PERSON,MEDIUM_HIGH,0.882,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,PUPPY_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source systems.,SUPPORTING_EVIDENCE,"{""source_dataset"":""analytics/relief_zingg_candidate_relationships.csv""}",2026.07.19.3
BISCUIT_RELIEF,Z-014,PR-VIOLET-01,PR-VIOLET-03,PERSON,MEDIUM_HIGH,0.876,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,PUPPY_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source systems.,SUPPORTING_EVIDENCE,"{""source_dataset"":""analytics/relief_zingg_candidate_relationships.csv""}",2026.07.19.3
BISCUIT_RELIEF,Z-015,PR-VIOLET-02,PR-VIOLET-03,PERSON,MEDIUM_HIGH,0.870,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,PUPPY_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source systems.,SUPPORTING_EVIDENCE,"{""source_dataset"":""analytics/relief_zingg_candidate_relationships.csv""}",2026.07.19.3
BISCUIT_RELIEF,Z-016,PR-HOPE-01,PR-HOPE-02,PERSON,MEDIUM_HIGH,0.874,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,PUPPY_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source systems.,SUPPORTING_EVIDENCE,"{""source_dataset"":""analytics/relief_zingg_candidate_relationships.csv""}",2026.07.19.3
BISCUIT_RELIEF,Z-017,PR-HOPE-01,PR-HOPE-03,PERSON,MEDIUM_HIGH,0.868,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,PUPPY_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source systems.,SUPPORTING_EVIDENCE,"{""source_dataset"":""analytics/relief_zingg_candidate_relationships.csv""}",2026.07.19.3
BISCUIT_RELIEF,Z-018,PR-HOPE-02,PR-HOPE-03,PERSON,MEDIUM_HIGH,0.862,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,PUPPY_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source systems.,SUPPORTING_EVIDENCE,"{""source_dataset"":""analytics/relief_zingg_candidate_relationships.csv""}",2026.07.19.3
BISCUIT_RELIEF,Z-019,PR-BENNY-01,PR-BENNY-02,PERSON,HIGH,0.932,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,PUPPY_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source systems.,SUPPORTING_EVIDENCE,"{""source_dataset"":""analytics/relief_zingg_candidate_relationships.csv""}",2026.07.19.3
BISCUIT_RELIEF,Z-020,PR-PRIYA-01,PR-PRIYA-02,PERSON,HIGH,0.926,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,PUPPY_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source systems.,SUPPORTING_EVIDENCE,"{""source_dataset"":""analytics/relief_zingg_candidate_relationships.csv""}",2026.07.19.3
BISCUIT_RELIEF,Z-021,PR-COLIN-01,PR-COLIN-02,PERSON,HIGH,0.914,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,PUPPY_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source systems.,SUPPORTING_EVIDENCE,"{""source_dataset"":""analytics/relief_zingg_candidate_relationships.csv""}",2026.07.19.3
BISCUIT_RELIEF,Z-022,OR-GBRF-01,OR-GBRF-02,ORGANIZATION,HIGH,0.966,"[""name_tokens"",""domain_or_phone""]","[""legal_suffix""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,PUPPY_V1_TO_CANONICAL_V1,APPROVED,Likely same organization across source records.,CORE_EVIDENCE,"{""source_dataset"":""analytics/relief_zingg_candidate_relationships.csv""}",2026.07.19.3
BISCUIT_RELIEF,Z-023,OR-GBRF-01,OR-GBRF-03,ORGANIZATION,HIGH,0.961,"[""name_tokens"",""domain_or_phone""]","[""legal_suffix""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,PUPPY_V1_TO_CANONICAL_V1,APPROVED,Likely same organization across source records.,CORE_EVIDENCE,"{""source_dataset"":""analytics/relief_zingg_candidate_relationships.csv""}",2026.07.19.3
BISCUIT_RELIEF,Z-024,OR-GBRF-01,OR-GBRF-04,ORGANIZATION,HIGH,0.956,"[""name_tokens"",""domain_or_phone""]","[""legal_suffix""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,PUPPY_V1_TO_CANONICAL_V1,APPROVED,Likely same organization across source records.,CORE_EVIDENCE,"{""source_dataset"":""analytics/relief_zingg_candidate_relationships.csv""}",2026.07.19.3
BISCUIT_RELIEF,Z-025,OR-GBRF-02,OR-GBRF-03,ORGANIZATION,HIGH,0.951,"[""name_tokens"",""domain_or_phone""]","[""legal_suffix""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,PUPPY_V1_TO_CANONICAL_V1,APPROVED,Likely same organization across source records.,CORE_EVIDENCE,"{""source_dataset"":""analytics/relief_zingg_candidate_relationships.csv""}",2026.07.19.3
BISCUIT_RELIEF,Z-026,OR-GBRF-02,OR-GBRF-04,ORGANIZATION,HIGH,0.946,"[""name_tokens"",""domain_or_phone""]","[""legal_suffix""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,PUPPY_V1_TO_CANONICAL_V1,APPROVED,Likely same organization across source records.,CORE_EVIDENCE,"{""source_dataset"":""analytics/relief_zingg_candidate_relationships.csv""}",2026.07.19.3
BISCUIT_RELIEF,Z-027,OR-GBRF-03,OR-GBRF-04,ORGANIZATION,HIGH,0.941,"[""name_tokens"",""domain_or_phone""]","[""legal_suffix""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,PUPPY_V1_TO_CANONICAL_V1,APPROVED,Likely same organization across source records.,CORE_EVIDENCE,"{""source_dataset"":""analytics/relief_zingg_candidate_relationships.csv""}",2026.07.19.3
BISCUIT_RELIEF,Z-028,OR-EMBER-01,OR-EMBER-02,ORGANIZATION,HIGH,0.944,"[""name_tokens"",""domain_or_phone""]","[""legal_suffix""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,PUPPY_V1_TO_CANONICAL_V1,APPROVED,Likely same organization across source records.,SUPPORTING_EVIDENCE,"{""source_dataset"":""analytics/relief_zingg_candidate_relationships.csv""}",2026.07.19.3
BISCUIT_RELIEF,Z-029,OR-EMBER-01,OR-EMBER-03,ORGANIZATION,HIGH,0.939,"[""name_tokens"",""domain_or_phone""]","[""legal_suffix""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,PUPPY_V1_TO_CANONICAL_V1,APPROVED,Likely same organization across source records.,SUPPORTING_EVIDENCE,"{""source_dataset"":""analytics/relief_zingg_candidate_relationships.csv""}",2026.07.19.3
BISCUIT_RELIEF,Z-030,OR-EMBER-02,OR-EMBER-03,ORGANIZATION,HIGH,0.934,"[""name_tokens"",""domain_or_phone""]","[""legal_suffix""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,PUPPY_V1_TO_CANONICAL_V1,APPROVED,Likely same organization across source records.,SUPPORTING_EVIDENCE,"{""source_dataset"":""analytics/relief_zingg_candidate_relationships.csv""}",2026.07.19.3
BISCUIT_RELIEF,Z-031,OR-GILDED-01,OR-GILDED-02,ORGANIZATION,MEDIUM_HIGH,0.886,"[""name_tokens"",""domain_or_phone""]","[""legal_suffix""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,PUPPY_V1_TO_CANONICAL_V1,APPROVED,Likely same organization across source records.,CORE_EVIDENCE,"{""source_dataset"":""analytics/relief_zingg_candidate_relationships.csv""}",2026.07.19.3
BISCUIT_RELIEF,Z-032,OR-GILDED-01,OR-GILDED-03,ORGANIZATION,MEDIUM_HIGH,0.881,"[""name_tokens"",""domain_or_phone""]","[""legal_suffix""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,PUPPY_V1_TO_CANONICAL_V1,APPROVED,Likely same organization across source records.,CORE_EVIDENCE,"{""source_dataset"":""analytics/relief_zingg_candidate_relationships.csv""}",2026.07.19.3
BISCUIT_RELIEF,Z-033,OR-GILDED-02,OR-GILDED-03,ORGANIZATION,MEDIUM_HIGH,0.876,"[""name_tokens"",""domain_or_phone""]","[""legal_suffix""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,PUPPY_V1_TO_CANONICAL_V1,APPROVED,Likely same organization across source records.,CORE_EVIDENCE,"{""source_dataset"":""analytics/relief_zingg_candidate_relationships.csv""}",2026.07.19.3
BISCUIT_RELIEF,Z-034,OR-REDROOF-01,OR-REDROOF-02,ORGANIZATION,MEDIUM_HIGH,0.879,"[""name_tokens"",""domain_or_phone""]","[""legal_suffix""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,PUPPY_V1_TO_CANONICAL_V1,APPROVED,Likely same organization across source records.,CORE_EVIDENCE,"{""source_dataset"":""analytics/relief_zingg_candidate_relationships.csv""}",2026.07.19.3
