case_id,relationship_id,relationship_family,relationship_type,source_record_id,target_record_id,directed,event_time,valid_from,valid_to,weight,supporting_record_ids_json,summary,provenance,attributes_json,content_role,snapshot_version
GOLDEN_HYDRANT,REF-94E64FDB0430BDFD071B,SOURCE_REFERENCE,REFERENCES_HOLDER_ID,A-CITY-2000,O-CITY,true,,,,,"[""A-CITY-2000""]",A-CITY-2000 references O-CITY through holder_id.,authoring/hydrant_accounts.csv,"{""inferred"":true,""source_column"":""holder_id""}",BACKGROUND,2026.07.18.1
GOLDEN_HYDRANT,REF-65EA7B92211A6541CA7D,SOURCE_REFERENCE,REFERENCES_HOLDER_ID,A-GOLDEN-6100,O-GOLDEN,true,,,,,"[""A-GOLDEN-6100""]",A-GOLDEN-6100 references O-GOLDEN through holder_id.,authoring/hydrant_accounts.csv,"{""inferred"":true,""source_column"":""holder_id""}",CORE_EVIDENCE,2026.07.18.1
GOLDEN_HYDRANT,REF-0A3B34FB8EE2020609E4,SOURCE_REFERENCE,REFERENCES_HOLDER_ID,A-BRASS-7711,O-BRASS,true,,,,,"[""A-BRASS-7711""]",A-BRASS-7711 references O-BRASS through holder_id.,authoring/hydrant_accounts.csv,"{""inferred"":true,""source_column"":""holder_id""}",CORE_EVIDENCE,2026.07.18.1
GOLDEN_HYDRANT,REF-06368902EBECF3EB1E6A,SOURCE_REFERENCE,REFERENCES_HOLDER_ID,A-REDVALVE-7722,O-REDVALVE,true,,,,,"[""A-REDVALVE-7722""]",A-REDVALVE-7722 references O-REDVALVE through holder_id.,authoring/hydrant_accounts.csv,"{""inferred"":true,""source_column"":""holder_id""}",CORE_EVIDENCE,2026.07.18.1
GOLDEN_HYDRANT,REF-8984F3F7FC03CC793425,SOURCE_REFERENCE,REFERENCES_HOLDER_ID,A-TRENCH-7733,O-TRENCH,true,,,,,"[""A-TRENCH-7733""]",A-TRENCH-7733 references O-TRENCH through holder_id.,authoring/hydrant_accounts.csv,"{""inferred"":true,""source_column"":""holder_id""}",CORE_EVIDENCE,2026.07.18.1
GOLDEN_HYDRANT,REF-D4AE414026DE7A12AA21,SOURCE_REFERENCE,REFERENCES_HOLDER_ID,A-POINTER-8840,O-POINTER,true,,,,,"[""A-POINTER-8840""]",A-POINTER-8840 references O-POINTER through holder_id.,authoring/hydrant_accounts.csv,"{""inferred"":true,""source_column"":""holder_id""}",CORE_EVIDENCE,2026.07.18.1
GOLDEN_HYDRANT,REF-C49D0F539F6194064C73,SOURCE_REFERENCE,REFERENCES_HOLDER_ID,A-GIDEON-9924,P-GIDEON,true,,,,,"[""A-GIDEON-9924""]",A-GIDEON-9924 references P-GIDEON through holder_id.,authoring/hydrant_accounts.csv,"{""inferred"":true,""source_column"":""holder_id""}",CORE_EVIDENCE,2026.07.18.1
GOLDEN_HYDRANT,REF-BB99F4F40B1D26F83985,SOURCE_REFERENCE,REFERENCES_HOLDER_ID,A-PETRA-4437,P-PETRA,true,,,,,"[""A-PETRA-4437""]",A-PETRA-4437 references P-PETRA through holder_id.,authoring/hydrant_accounts.csv,"{""inferred"":true,""source_column"":""holder_id""}",CORE_EVIDENCE,2026.07.18.1
GOLDEN_HYDRANT,REF-9A8B5BA09BCE197A71D2,SOURCE_REFERENCE,REFERENCES_HOLDER_ID,A-VICTOR-5518,P-VICTOR,true,,,,,"[""A-VICTOR-5518""]",A-VICTOR-5518 references P-VICTOR through holder_id.,authoring/hydrant_accounts.csv,"{""inferred"":true,""source_column"":""holder_id""}",CORE_EVIDENCE,2026.07.18.1
GOLDEN_HYDRANT,REF-2A4173460CEE402954EE,SOURCE_REFERENCE,REFERENCES_HOLDER_ID,A-MARCEL-6629,P-MARCEL,true,,,,,"[""A-MARCEL-6629""]",A-MARCEL-6629 references P-MARCEL through holder_id.,authoring/hydrant_accounts.csv,"{""inferred"":true,""source_column"":""holder_id""}",CORE_EVIDENCE,2026.07.18.1
