case_id,profile_code,match_id,rule_id,relationship_type,left_record_id,right_record_id,exact_field,masked_exact_value,normalization_version,generation_mode,framework_semantics,actual_engine_run,ambiguity_warning,supporting_record_ids_json,snapshot_version
BONE_LEDGER,ADULT,GF-0001,GF-VENDOR-ACCOUNT,SAME_VENDOR_ACCOUNT,INV-0001,A-BRASS-8844,beneficiary_account_id,••••8844,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Exact account links invoice and vendor; control requires separate evidence.,"[""INV-0001""]",2026.07.18.1
BONE_LEDGER,ADULT,GF-0002,GF-VENDOR-ACCOUNT,SAME_VENDOR_ACCOUNT,INV-0002,A-LAR-6631,beneficiary_account_id,••••6631,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Exact account links invoice and vendor; control requires separate evidence.,"[""INV-0002""]",2026.07.18.1
BONE_LEDGER,ADULT,GF-0003,GF-VENDOR-ACCOUNT,SAME_VENDOR_ACCOUNT,INV-0004,A-BRASS-8844,beneficiary_account_id,••••8844,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Exact account links invoice and vendor; control requires separate evidence.,"[""INV-0004""]",2026.07.18.1
BONE_LEDGER,ADULT,GF-0004,GF-VENDOR-ACCOUNT,SAME_VENDOR_ACCOUNT,INV-0005,A-LAR-6631,beneficiary_account_id,••••6631,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Exact account links invoice and vendor; control requires separate evidence.,"[""INV-0005""]",2026.07.18.1
BONE_LEDGER,ADULT,GF-0005,GF-VENDOR-ACCOUNT,SAME_VENDOR_ACCOUNT,INV-0007,A-BRASS-8844,beneficiary_account_id,••••8844,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Exact account links invoice and vendor; control requires separate evidence.,"[""INV-0007""]",2026.07.18.1
BONE_LEDGER,ADULT,GF-0006,GF-VENDOR-ACCOUNT,SAME_VENDOR_ACCOUNT,INV-0008,A-LAR-6631,beneficiary_account_id,••••6631,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Exact account links invoice and vendor; control requires separate evidence.,"[""INV-0008""]",2026.07.18.1
BONE_LEDGER,ADULT,GF-0007,GF-VENDOR-ACCOUNT,SAME_VENDOR_ACCOUNT,INV-0010,A-BRASS-8844,beneficiary_account_id,••••8844,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Exact account links invoice and vendor; control requires separate evidence.,"[""INV-0010""]",2026.07.18.1
BONE_LEDGER,ADULT,GF-0008,GF-VENDOR-ACCOUNT,SAME_VENDOR_ACCOUNT,INV-0011,A-LAR-6631,beneficiary_account_id,••••6631,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Exact account links invoice and vendor; control requires separate evidence.,"[""INV-0011""]",2026.07.18.1
BONE_LEDGER,ADULT,GF-0009,GF-VENDOR-ACCOUNT,SAME_VENDOR_ACCOUNT,INV-0013,A-BRASS-8844,beneficiary_account_id,••••8844,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Exact account links invoice and vendor; control requires separate evidence.,"[""INV-0013""]",2026.07.18.1
BONE_LEDGER,ADULT,GF-0010,GF-VENDOR-ACCOUNT,SAME_VENDOR_ACCOUNT,INV-0014,A-LAR-6631,beneficiary_account_id,••••6631,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Exact account links invoice and vendor; control requires separate evidence.,"[""INV-0014""]",2026.07.18.1
BONE_LEDGER,ADULT,GF-0011,GF-VENDOR-ACCOUNT,SAME_VENDOR_ACCOUNT,INV-0016,A-BRASS-8844,beneficiary_account_id,••••8844,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Exact account links invoice and vendor; control requires separate evidence.,"[""INV-0016""]",2026.07.18.1
BONE_LEDGER,ADULT,GF-0012,GF-VENDOR-ACCOUNT,SAME_VENDOR_ACCOUNT,INV-0017,A-LAR-6631,beneficiary_account_id,••••6631,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Exact account links invoice and vendor; control requires separate evidence.,"[""INV-0017""]",2026.07.18.1
BONE_LEDGER,ADULT,GF-0013,GF-VENDOR-ACCOUNT,SAME_VENDOR_ACCOUNT,INV-0019,A-BRASS-8844,beneficiary_account_id,••••8844,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Exact account links invoice and vendor; control requires separate evidence.,"[""INV-0019""]",2026.07.18.1
BONE_LEDGER,ADULT,GF-0014,GF-VENDOR-ACCOUNT,SAME_VENDOR_ACCOUNT,INV-0020,A-LAR-6631,beneficiary_account_id,••••6631,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Exact account links invoice and vendor; control requires separate evidence.,"[""INV-0020""]",2026.07.18.1
BONE_LEDGER,ADULT,GF-0015,GF-VENDOR-ACCOUNT,SAME_VENDOR_ACCOUNT,INV-0022,A-BRASS-8844,beneficiary_account_id,••••8844,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Exact account links invoice and vendor; control requires separate evidence.,"[""INV-0022""]",2026.07.18.1
BONE_LEDGER,ADULT,GF-0016,GF-VENDOR-ACCOUNT,SAME_VENDOR_ACCOUNT,INV-0023,A-LAR-6631,beneficiary_account_id,••••6631,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Exact account links invoice and vendor; control requires separate evidence.,"[""INV-0023""]",2026.07.18.1
BONE_LEDGER,ADULT,GF-0017,GF-PERSONAL-ACCOUNT,SAME_PERSONAL_ACCOUNT,TX-DIV-001,A-CHESTER-9912,destination_account_id,••••9912,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Exact personal beneficiary supports diversion when combined with KYC and source-of-funds evidence.,"[""TX-DIV-001""]",2026.07.18.1
BONE_LEDGER,ADULT,GF-0018,GF-PERSONAL-ACCOUNT,SAME_PERSONAL_ACCOUNT,TX-DIV-002,A-MARVIN-4428,destination_account_id,••••4428,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,Exact personal beneficiary supports diversion when combined with KYC and source-of-funds evidence.,"[""TX-DIV-002""]",2026.07.18.1
