case_id,profile_code,candidate_id,left_record_id,right_record_id,entity_type,confidence_band,estimated_score,agreement_fields_json,disagreement_fields_json,missing_fields_json,generation_mode,framework_semantics,actual_engine_run,provenance_note,snapshot_version
MADDOG,PUPPY,Z-001,PR-MAXWELL-01,PR-MAXWELL-02,PERSON,HIGH,,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same identity across compatible records.,2026.07.19.1
MADDOG,PUPPY,Z-002,PR-MAXWELL-01,PR-MAXWELL-03,PERSON,HIGH,,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same identity across compatible records.,2026.07.19.1
MADDOG,PUPPY,Z-003,PR-MAXWELL-01,PR-MAXWELL-04,PERSON,HIGH,,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same identity across compatible records.,2026.07.19.1
MADDOG,PUPPY,Z-004,PR-MAXWELL-02,PR-MAXWELL-03,PERSON,HIGH,,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same identity across compatible records.,2026.07.19.1
MADDOG,PUPPY,Z-005,PR-MAXWELL-02,PR-MAXWELL-04,PERSON,HIGH,,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same identity across compatible records.,2026.07.19.1
MADDOG,PUPPY,Z-006,PR-MAXWELL-03,PR-MAXWELL-04,PERSON,HIGH,,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same identity across compatible records.,2026.07.19.1
MADDOG,PUPPY,Z-007,PR-VERA-01,PR-VERA-02,PERSON,HIGH,,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same identity across compatible records.,2026.07.19.1
MADDOG,PUPPY,Z-008,PR-VERA-01,PR-VERA-03,PERSON,HIGH,,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same identity across compatible records.,2026.07.19.1
MADDOG,PUPPY,Z-009,PR-VERA-02,PR-VERA-03,PERSON,HIGH,,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same identity across compatible records.,2026.07.19.1
MADDOG,PUPPY,Z-010,PR-SILAS-01,PR-SILAS-02,PERSON,HIGH,,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same identity across compatible records.,2026.07.19.1
MADDOG,PUPPY,Z-011,PR-SILAS-01,PR-SILAS-03,PERSON,HIGH,,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same identity across compatible records.,2026.07.19.1
MADDOG,PUPPY,Z-012,PR-SILAS-02,PR-SILAS-03,PERSON,HIGH,,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same identity across compatible records.,2026.07.19.1
MADDOG,PUPPY,Z-013,PR-NINA-01,PR-NINA-02,PERSON,MEDIUM_HIGH,,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same identity across compatible records.,2026.07.19.1
MADDOG,PUPPY,Z-014,PR-NINA-01,PR-NINA-03,PERSON,MEDIUM_HIGH,,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same identity across compatible records.,2026.07.19.1
MADDOG,PUPPY,Z-015,PR-NINA-02,PR-NINA-03,PERSON,MEDIUM_HIGH,,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same identity across compatible records.,2026.07.19.1
MADDOG,PUPPY,Z-016,PR-HAZEL-01,PR-HAZEL-02,PERSON,MEDIUM_HIGH,,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same identity across compatible records.,2026.07.19.1
MADDOG,PUPPY,Z-017,PR-HAZEL-01,PR-HAZEL-03,PERSON,MEDIUM_HIGH,,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same identity across compatible records.,2026.07.19.1
MADDOG,PUPPY,Z-018,PR-HAZEL-02,PR-HAZEL-03,PERSON,MEDIUM_HIGH,,"[""normalized_name"",""email_or_phone""]","[""source_format""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same identity across compatible records.,2026.07.19.1
MADDOG,PUPPY,Z-019,OR-MIK-01,OR-MIK-02,ORGANIZATION,HIGH,,"[""name_tokens"",""phone"",""address""]","[""legal_suffix""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same organization across source records.,2026.07.19.1
MADDOG,PUPPY,Z-020,OR-MIK-01,OR-MIK-03,ORGANIZATION,HIGH,,"[""name_tokens"",""phone"",""address""]","[""legal_suffix""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same organization across source records.,2026.07.19.1
MADDOG,PUPPY,Z-021,OR-MIK-01,OR-MIK-04,ORGANIZATION,HIGH,,"[""name_tokens"",""phone"",""address""]","[""legal_suffix""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same organization across source records.,2026.07.19.1
MADDOG,PUPPY,Z-022,OR-MIK-02,OR-MIK-03,ORGANIZATION,HIGH,,"[""name_tokens"",""phone"",""address""]","[""legal_suffix""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same organization across source records.,2026.07.19.1
MADDOG,PUPPY,Z-023,OR-MIK-02,OR-MIK-04,ORGANIZATION,HIGH,,"[""name_tokens"",""phone"",""address""]","[""legal_suffix""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same organization across source records.,2026.07.19.1
MADDOG,PUPPY,Z-024,OR-MIK-03,OR-MIK-04,ORGANIZATION,HIGH,,"[""name_tokens"",""phone"",""address""]","[""legal_suffix""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same organization across source records.,2026.07.19.1
MADDOG,PUPPY,Z-025,OR-BLUE-01,OR-BLUE-02,ORGANIZATION,MEDIUM_HIGH,,"[""name_tokens"",""phone"",""address""]","[""legal_suffix""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same organization across source records.,2026.07.19.1
MADDOG,PUPPY,Z-026,OR-BLUE-01,OR-BLUE-03,ORGANIZATION,MEDIUM_HIGH,,"[""name_tokens"",""phone"",""address""]","[""legal_suffix""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same organization across source records.,2026.07.19.1
MADDOG,PUPPY,Z-027,OR-BLUE-02,OR-BLUE-03,ORGANIZATION,MEDIUM_HIGH,,"[""name_tokens"",""phone"",""address""]","[""legal_suffix""]",[],CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,Likely same organization across source records.,2026.07.19.1
