case_id,candidate_id,left_record_id,right_record_id,entity_type,confidence_band,estimated_score,agreement_fields_json,disagreement_fields_json,missing_fields_json,expected_truth,generation_mode,framework_semantics,actual_engine_run,authoring_method_version,review_status,provenance_note,content_role,metadata_json,snapshot_version
GOLDEN_HYDRANT,Z-0001,PR-GIDEON-01,PR-GIDEON-02,PERSON,HIGH,0.950,"[""normalized_name"",""phone"",""email_or_address""]","[""source_format"",""initials""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source records.,CORE_EVIDENCE,"{""source_dataset"":""analytics/hydrant_zingg_candidate_relationships.csv""}",2026.07.18.1
GOLDEN_HYDRANT,Z-0002,PR-GIDEON-01,PR-GIDEON-03,PERSON,HIGH,0.940,"[""normalized_name"",""phone"",""email_or_address""]","[""source_format"",""initials""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source records.,CORE_EVIDENCE,"{""source_dataset"":""analytics/hydrant_zingg_candidate_relationships.csv""}",2026.07.18.1
GOLDEN_HYDRANT,Z-0003,PR-GIDEON-02,PR-GIDEON-03,PERSON,MEDIUM_HIGH,0.910,"[""normalized_name"",""phone"",""email_or_address""]","[""source_format"",""initials""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source records.,CORE_EVIDENCE,"{""source_dataset"":""analytics/hydrant_zingg_candidate_relationships.csv""}",2026.07.18.1
GOLDEN_HYDRANT,Z-0004,PR-PETRA-01,PR-PETRA-02,PERSON,HIGH,0.950,"[""normalized_name"",""phone"",""email_or_address""]","[""source_format"",""initials""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source records.,CORE_EVIDENCE,"{""source_dataset"":""analytics/hydrant_zingg_candidate_relationships.csv""}",2026.07.18.1
GOLDEN_HYDRANT,Z-0005,PR-PETRA-01,PR-PETRA-03,PERSON,HIGH,0.940,"[""normalized_name"",""phone"",""email_or_address""]","[""source_format"",""initials""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source records.,CORE_EVIDENCE,"{""source_dataset"":""analytics/hydrant_zingg_candidate_relationships.csv""}",2026.07.18.1
GOLDEN_HYDRANT,Z-0006,PR-PETRA-02,PR-PETRA-03,PERSON,MEDIUM_HIGH,0.910,"[""normalized_name"",""phone"",""email_or_address""]","[""source_format"",""initials""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source records.,CORE_EVIDENCE,"{""source_dataset"":""analytics/hydrant_zingg_candidate_relationships.csv""}",2026.07.18.1
GOLDEN_HYDRANT,Z-0007,PR-VICTOR-01,PR-VICTOR-02,PERSON,HIGH,0.950,"[""normalized_name"",""phone"",""email_or_address""]","[""source_format"",""initials""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source records.,CORE_EVIDENCE,"{""source_dataset"":""analytics/hydrant_zingg_candidate_relationships.csv""}",2026.07.18.1
GOLDEN_HYDRANT,Z-0008,PR-VICTOR-01,PR-VICTOR-03,PERSON,HIGH,0.940,"[""normalized_name"",""phone"",""email_or_address""]","[""source_format"",""initials""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source records.,CORE_EVIDENCE,"{""source_dataset"":""analytics/hydrant_zingg_candidate_relationships.csv""}",2026.07.18.1
GOLDEN_HYDRANT,Z-0009,PR-VICTOR-02,PR-VICTOR-03,PERSON,MEDIUM_HIGH,0.910,"[""normalized_name"",""phone"",""email_or_address""]","[""source_format"",""initials""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source records.,CORE_EVIDENCE,"{""source_dataset"":""analytics/hydrant_zingg_candidate_relationships.csv""}",2026.07.18.1
GOLDEN_HYDRANT,Z-0010,PR-MARCEL-01,PR-MARCEL-02,PERSON,HIGH,0.950,"[""normalized_name"",""phone"",""email_or_address""]","[""source_format"",""initials""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible source records.,CORE_EVIDENCE,"{""source_dataset"":""analytics/hydrant_zingg_candidate_relationships.csv""}",2026.07.18.1
