case_id,match_id,rule_id,relationship_type,left_record_id,right_record_id,exact_field,masked_exact_value,normalization_version,generation_mode,framework_semantics,actual_engine_run,authoring_method_version,review_status,ambiguity_warning,supporting_record_ids_json,content_role,metadata_json,snapshot_version
GOLDEN_HYDRANT,GF-0001,GF-BID-TEMPLATE,SAME_BID_TEMPLATE,BID-0001,BID-0003,bid_template_hash,bid-template-coordinated-v4,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Common template may indicate coordination or a shared consultant; corroborate it.,"[""BID-0001"",""BID-0003""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/hydrant_graphframes_exact_relationships.csv""}",2026.07.18.1
GOLDEN_HYDRANT,GF-0002,GF-UNIT-FP,SAME_UNIT_PRICE_FINGERPRINT,BID-0001,BID-0004,unit_price_fingerprint,hydrant-unit-fp-8831,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Matching unit-price fingerprints support coordinated pricing but are not sufficient alone.,"[""BID-0001"",""BID-0004""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/hydrant_graphframes_exact_relationships.csv""}",2026.07.18.1
GOLDEN_HYDRANT,GF-0003,GF-BID-IP,SAME_BIDDER_IP,BID-0003,BID-0004,submission_ip,198.51.100.87,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,A shared IP can reflect a bid consultant or common office.,"[""BID-0003"",""BID-0004""]",SUPPORTING_EVIDENCE,"{""source_dataset"":""analytics/hydrant_graphframes_exact_relationships.csv""}",2026.07.18.1
GOLDEN_HYDRANT,GF-0004,GF-BID-TEMPLATE,SAME_BID_TEMPLATE,BID-0006,BID-0008,bid_template_hash,bid-template-coordinated-v4,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Common template may indicate coordination or a shared consultant; corroborate it.,"[""BID-0006"",""BID-0008""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/hydrant_graphframes_exact_relationships.csv""}",2026.07.18.1
GOLDEN_HYDRANT,GF-0005,GF-UNIT-FP,SAME_UNIT_PRICE_FINGERPRINT,BID-0006,BID-0009,unit_price_fingerprint,hydrant-unit-fp-8831,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Matching unit-price fingerprints support coordinated pricing but are not sufficient alone.,"[""BID-0006"",""BID-0009""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/hydrant_graphframes_exact_relationships.csv""}",2026.07.18.1
GOLDEN_HYDRANT,GF-0006,GF-BID-IP,SAME_BIDDER_IP,BID-0008,BID-0009,submission_ip,198.51.100.87,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,A shared IP can reflect a bid consultant or common office.,"[""BID-0008"",""BID-0009""]",SUPPORTING_EVIDENCE,"{""source_dataset"":""analytics/hydrant_graphframes_exact_relationships.csv""}",2026.07.18.1
GOLDEN_HYDRANT,GF-0007,GF-BID-TEMPLATE,SAME_BID_TEMPLATE,BID-0011,BID-0013,bid_template_hash,bid-template-coordinated-v4,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Common template may indicate coordination or a shared consultant; corroborate it.,"[""BID-0011"",""BID-0013""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/hydrant_graphframes_exact_relationships.csv""}",2026.07.18.1
GOLDEN_HYDRANT,GF-0008,GF-UNIT-FP,SAME_UNIT_PRICE_FINGERPRINT,BID-0011,BID-0014,unit_price_fingerprint,hydrant-unit-fp-8831,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Matching unit-price fingerprints support coordinated pricing but are not sufficient alone.,"[""BID-0011"",""BID-0014""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/hydrant_graphframes_exact_relationships.csv""}",2026.07.18.1
GOLDEN_HYDRANT,GF-0009,GF-BID-IP,SAME_BIDDER_IP,BID-0013,BID-0014,submission_ip,198.51.100.87,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,A shared IP can reflect a bid consultant or common office.,"[""BID-0013"",""BID-0014""]",SUPPORTING_EVIDENCE,"{""source_dataset"":""analytics/hydrant_graphframes_exact_relationships.csv""}",2026.07.18.1
GOLDEN_HYDRANT,GF-0010,GF-BID-TEMPLATE,SAME_BID_TEMPLATE,BID-0016,BID-0018,bid_template_hash,bid-template-coordinated-v4,norm-v1,CURATED_APPROXIMATION,GRAPHFRAMES_EXACT_MATCH,false,ADULT_V1_TO_CANONICAL_V1,APPROVED,Common template may indicate coordination or a shared consultant; corroborate it.,"[""BID-0016"",""BID-0018""]",CORE_EVIDENCE,"{""source_dataset"":""analytics/hydrant_graphframes_exact_relationships.csv""}",2026.07.18.1
