case_id,profile_code,relationship_id,relationship_family,relationship_type,source_record_id,target_record_id,directed,event_time,weight,supporting_record_ids_json,safe_summary,provenance,safe_attributes_json,snapshot_version
BONE_LEDGER,ADULT,REF-D9D2D752E652E73B9217,SOURCE_REFERENCE,REFERENCES_ASSET_ID,AM-0001,ASSET-0001,true,,,"[""AM-0001""]",AM-0001 references ASSET-0001 through asset_id.,genie/adult/asset_movements.csv,"{""inferred"":true,""source_column"":""asset_id""}",2026.07.18.1
BONE_LEDGER,ADULT,REF-DEE44CA75328138B13FF,SOURCE_REFERENCE,REFERENCES_MOVED_BY_RECORD_ID,AM-0001,PR-MARVIN-02,true,,,"[""AM-0001""]",AM-0001 references PR-MARVIN-02 through moved_by_record_id.,genie/adult/asset_movements.csv,"{""inferred"":true,""source_column"":""moved_by_record_id""}",2026.07.18.1
BONE_LEDGER,ADULT,REF-A58253E0E944F0DE014E,SOURCE_REFERENCE,REFERENCES_VERIFIED_BY_RECORD_ID,AM-0001,PR-HUGO-01,true,,,"[""AM-0001""]",AM-0001 references PR-HUGO-01 through verified_by_record_id.,genie/adult/asset_movements.csv,"{""inferred"":true,""source_column"":""verified_by_record_id""}",2026.07.18.1
BONE_LEDGER,ADULT,REF-3C58DFA561C6B7C46EE8,SOURCE_REFERENCE,REFERENCES_ASSET_ID,AM-0002,ASSET-0002,true,,,"[""AM-0002""]",AM-0002 references ASSET-0002 through asset_id.,genie/adult/asset_movements.csv,"{""inferred"":true,""source_column"":""asset_id""}",2026.07.18.1
BONE_LEDGER,ADULT,REF-1F9AABBD807179AA7671,SOURCE_REFERENCE,REFERENCES_MOVED_BY_RECORD_ID,AM-0002,PR-MARVIN-02,true,,,"[""AM-0002""]",AM-0002 references PR-MARVIN-02 through moved_by_record_id.,genie/adult/asset_movements.csv,"{""inferred"":true,""source_column"":""moved_by_record_id""}",2026.07.18.1
BONE_LEDGER,ADULT,REF-EA90765C6B7DB43E251A,SOURCE_REFERENCE,REFERENCES_VERIFIED_BY_RECORD_ID,AM-0002,PR-HUGO-01,true,,,"[""AM-0002""]",AM-0002 references PR-HUGO-01 through verified_by_record_id.,genie/adult/asset_movements.csv,"{""inferred"":true,""source_column"":""verified_by_record_id""}",2026.07.18.1
BONE_LEDGER,ADULT,REF-BCE6B932AA3863528F0B,SOURCE_REFERENCE,REFERENCES_ASSET_ID,AM-0003,ASSET-0003,true,,,"[""AM-0003""]",AM-0003 references ASSET-0003 through asset_id.,genie/adult/asset_movements.csv,"{""inferred"":true,""source_column"":""asset_id""}",2026.07.18.1
BONE_LEDGER,ADULT,REF-D64C18B4023F9FD2CC8B,SOURCE_REFERENCE,REFERENCES_MOVED_BY_RECORD_ID,AM-0003,PR-MARVIN-02,true,,,"[""AM-0003""]",AM-0003 references PR-MARVIN-02 through moved_by_record_id.,genie/adult/asset_movements.csv,"{""inferred"":true,""source_column"":""moved_by_record_id""}",2026.07.18.1
BONE_LEDGER,ADULT,REF-6BD281B1872EA12051A2,SOURCE_REFERENCE,REFERENCES_VERIFIED_BY_RECORD_ID,AM-0003,PR-HUGO-01,true,,,"[""AM-0003""]",AM-0003 references PR-HUGO-01 through verified_by_record_id.,genie/adult/asset_movements.csv,"{""inferred"":true,""source_column"":""verified_by_record_id""}",2026.07.18.1
BONE_LEDGER,ADULT,REF-E0D617EE617D26EEA1AC,SOURCE_REFERENCE,REFERENCES_ASSET_ID,AM-0004,ASSET-0004,true,,,"[""AM-0004""]",AM-0004 references ASSET-0004 through asset_id.,genie/adult/asset_movements.csv,"{""inferred"":true,""source_column"":""asset_id""}",2026.07.18.1
