case_id,profile_code,relationship_id,relationship_family,relationship_type,source_record_id,target_record_id,directed,event_time,weight,supporting_record_ids_json,player_safe_summary,provenance,safe_attributes_json,snapshot_version
BISCUIT_RELIEF,PUPPY,REL-000001,DIRECT_SOURCE,FOUNDER_OF,PR-ARLO-01,OR-GBRF-01,true,,,"[""PR-ARLO-01""]",Arlo is registered as founder of the fund.,Recorded directly in a source dataset.,{},2026.07.19.3
BISCUIT_RELIEF,PUPPY,REL-000002,DIRECT_SOURCE,CONTROLS,PR-ARLO-04,OR-GILDED-01,true,,,"[""PR-ARLO-04""]",Arlo controls the media vendor.,Recorded directly in a source dataset.,{},2026.07.19.3
BISCUIT_RELIEF,PUPPY,REL-000003,DIRECT_SOURCE,CONTROLS,PR-FELIX-01,OR-REDROOF-02,true,,,"[""PR-FELIX-01""]",Felix controls Red Roof.,Recorded directly in a source dataset.,{},2026.07.19.3
BISCUIT_RELIEF,PUPPY,REL-000004,DIRECT_SOURCE,EMPLOYED_BY,PR-MINA-01,OR-EMBER-01,true,,,"[""PR-MINA-01""]",Mina directs campaign production.,Recorded directly in a source dataset.,{},2026.07.19.3
BISCUIT_RELIEF,PUPPY,REL-000007,DIRECT_SOURCE,OWNS,OR-PROCESSOR-02,A-PROC-6104,true,,,"[""A-PROC-6104""]",Recorded holder of account ••••6104.,Recorded directly in a source dataset.,{},2026.07.19.3
BISCUIT_RELIEF,PUPPY,REL-000008,DIRECT_SOURCE,OWNS,OR-GBRF-01,A-GBRF-6401,true,,,"[""A-GBRF-6401""]",Recorded holder of account ••••6401.,Recorded directly in a source dataset.,{},2026.07.19.3
BISCUIT_RELIEF,PUPPY,REL-000009,DIRECT_SOURCE,OWNS,OR-GILDED-02,A-GILDED-4512,true,,,"[""A-GILDED-4512""]",Recorded holder of account ••••4512.,Recorded directly in a source dataset.,{},2026.07.19.3
BISCUIT_RELIEF,PUPPY,REL-000010,DIRECT_SOURCE,OWNS,OR-REDROOF-02,A-REDROOF-7730,true,,,"[""A-REDROOF-7730""]",Recorded holder of account ••••7730.,Recorded directly in a source dataset.,{},2026.07.19.3
BISCUIT_RELIEF,PUPPY,REL-000011,DIRECT_SOURCE,OWNS,PR-ARLO-02,A-ARLO-9088,true,,,"[""A-ARLO-9088""]",Recorded holder of account ••••9088.,Recorded directly in a source dataset.,{},2026.07.19.3
BISCUIT_RELIEF,PUPPY,REL-000014,DIRECT_SOURCE,OWNS,OR-PAWBRIDGE-01,A-PAWBRIDGE-3001,true,,,"[""A-PAWBRIDGE-3001""]",Recorded holder of account ••••3001.,Recorded directly in a source dataset.,{},2026.07.19.3
BISCUIT_RELIEF,PUPPY,REL-000015,DIRECT_SOURCE,OWNS,OR-HARBOR-01,A-HARBOR-3002,true,,,"[""A-HARBOR-3002""]",Recorded holder of account ••••3002.,Recorded directly in a source dataset.,{},2026.07.19.3
BISCUIT_RELIEF,PUPPY,REL-000016,DIRECT_SOURCE,OWNS,OR-WARM-01,A-WARM-3003,true,,,"[""A-WARM-3003""]",Recorded holder of account ••••3003.,Recorded directly in a source dataset.,{},2026.07.19.3
BISCUIT_RELIEF,PUPPY,REL-000021,DIRECT_SOURCE,OWNS,PR-HOPE-01,A-HOPE-2031,true,,,"[""A-HOPE-2031""]",Recorded holder of account ••••2031.,Recorded directly in a source dataset.,{},2026.07.19.3
BISCUIT_RELIEF,PUPPY,REL-000022,DIRECT_SOURCE,OWNS,PR-LEO-02,A-LEO-2062,true,,,"[""A-LEO-2062""]",Recorded holder of account ••••2062.,Recorded directly in a source dataset.,{},2026.07.19.3
BISCUIT_RELIEF,PUPPY,REL-000023,DIRECT_SOURCE,OWNS,PR-RUBY-02,A-RUBY-2093,true,,,"[""A-RUBY-2093""]",Recorded holder of account ••••2093.,Recorded directly in a source dataset.,{},2026.07.19.3
BISCUIT_RELIEF,PUPPY,REL-000024,DIRECT_SOURCE,OWNS,PR-GIDEON-02,A-GIDEON-2124,true,,,"[""A-GIDEON-2124""]",Recorded holder of account ••••2124.,Recorded directly in a source dataset.,{},2026.07.19.3
BISCUIT_RELIEF,PUPPY,REL-000049,DIRECT_SOURCE,OPERATES,OR-GBRF-02,CAMP-001,true,2025-01-10,,"[""CAMP-001""]",Organization operates the campaign.,Recorded directly in a source dataset.,{},2026.07.19.3
BISCUIT_RELIEF,PUPPY,REL-000050,DIRECT_SOURCE,OPERATES,OR-GBRF-02,CAMP-002,true,2025-01-18,,"[""CAMP-002""]",Organization operates the campaign.,Recorded directly in a source dataset.,{},2026.07.19.3
BISCUIT_RELIEF,PUPPY,REL-000051,DIRECT_SOURCE,OPERATES,OR-GBRF-02,CAMP-003,true,2025-01-26,,"[""CAMP-003""]",Organization operates the campaign.,Recorded directly in a source dataset.,{},2026.07.19.3
BISCUIT_RELIEF,PUPPY,REL-000052,DIRECT_SOURCE,OPERATES,OR-GBRF-02,CAMP-004,true,2025-02-03,,"[""CAMP-004""]",Organization operates the campaign.,Recorded directly in a source dataset.,{},2026.07.19.3
BISCUIT_RELIEF,PUPPY,REL-000053,DIRECT_SOURCE,OPERATES,OR-GBRF-02,CAMP-005,true,2025-02-11,,"[""CAMP-005""]",Organization operates the campaign.,Recorded directly in a source dataset.,{},2026.07.19.3
BISCUIT_RELIEF,PUPPY,REL-000054,DIRECT_SOURCE,OPERATES,OR-GBRF-02,CAMP-006,true,2025-02-19,,"[""CAMP-006""]",Organization operates the campaign.,Recorded directly in a source dataset.,{},2026.07.19.3
BISCUIT_RELIEF,PUPPY,REL-000055,DIRECT_SOURCE,OPERATES,OR-GBRF-02,CAMP-007,true,2025-02-27,,"[""CAMP-007""]",Organization operates the campaign.,Recorded directly in a source dataset.,{},2026.07.19.3
BISCUIT_RELIEF,PUPPY,REL-000056,DIRECT_SOURCE,OPERATES,OR-GBRF-02,CAMP-008,true,2025-03-07,,"[""CAMP-008""]",Organization operates the campaign.,Recorded directly in a source dataset.,{},2026.07.19.3
BISCUIT_RELIEF,PUPPY,REL-000057,DIRECT_SOURCE,OPERATES,OR-GBRF-02,CAMP-009,true,2025-03-15,,"[""CAMP-009""]",Organization operates the campaign.,Recorded directly in a source dataset.,{},2026.07.19.3
BISCUIT_RELIEF,PUPPY,REL-000058,DIRECT_SOURCE,OPERATES,OR-GBRF-02,CAMP-010,true,2025-03-23,,"[""CAMP-010""]",Organization operates the campaign.,Recorded directly in a source dataset.,{},2026.07.19.3
BISCUIT_RELIEF,PUPPY,REL-000059,DIRECT_SOURCE,OPERATES,OR-GBRF-02,CAMP-011,true,2025-03-31,,"[""CAMP-011""]",Organization operates the campaign.,Recorded directly in a source dataset.,{},2026.07.19.3
BISCUIT_RELIEF,PUPPY,REL-000060,DIRECT_SOURCE,OPERATES,OR-GBRF-02,CAMP-012,true,2025-04-08,,"[""CAMP-012""]",Organization operates the campaign.,Recorded directly in a source dataset.,{},2026.07.19.3
BISCUIT_RELIEF,PUPPY,REL-000094,DIRECT_SOURCE,HOSTED_AT,CAMP-001,PAGE-001,true,2025-01-10,,"[""PAGE-001""]",Campaign uses this donation page.,Recorded directly in a source dataset.,{},2026.07.19.3
BISCUIT_RELIEF,PUPPY,REL-000095,DIRECT_SOURCE,HOSTED_AT,CAMP-002,PAGE-002,true,2025-01-18,,"[""PAGE-002""]",Campaign uses this donation page.,Recorded directly in a source dataset.,{},2026.07.19.3
BISCUIT_RELIEF,PUPPY,REL-000096,DIRECT_SOURCE,HOSTED_AT,CAMP-003,PAGE-003,true,2025-01-26,,"[""PAGE-003""]",Campaign uses this donation page.,Recorded directly in a source dataset.,{},2026.07.19.3
BISCUIT_RELIEF,PUPPY,REL-000097,DIRECT_SOURCE,HOSTED_AT,CAMP-004,PAGE-004,true,2025-02-03,,"[""PAGE-004""]",Campaign uses this donation page.,Recorded directly in a source dataset.,{},2026.07.19.3
BISCUIT_RELIEF,PUPPY,REL-000098,DIRECT_SOURCE,HOSTED_AT,CAMP-005,PAGE-005,true,2025-02-11,,"[""PAGE-005""]",Campaign uses this donation page.,Recorded directly in a source dataset.,{},2026.07.19.3
