case_id,candidate_id,left_record_id,right_record_id,entity_type,confidence_band,estimated_score,agreement_fields_json,disagreement_fields_json,missing_fields_json,expected_truth,generation_mode,framework_semantics,actual_engine_run,authoring_method_version,review_status,provenance_note,content_role,metadata_json,snapshot_version
CRYPTO_KENNEL_LONG_CON,Z-0001,PR-LYRA-01,PR-LYRA-02,PERSON,HIGH,0.956,"[""normalized_name"",""phone"",""email_or_address""]","[""source_format"",""initials""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,SENIOR_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible sources.,CORE_EVIDENCE,"{""source_dataset"":""analytics/crypto_zingg_candidate_relationships.csv""}",2026.07.18.1
CRYPTO_KENNEL_LONG_CON,Z-0002,PR-LYRA-01,PR-LYRA-03,PERSON,HIGH,0.946,"[""normalized_name"",""phone"",""email_or_address""]","[""source_format"",""initials""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,SENIOR_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible sources.,CORE_EVIDENCE,"{""source_dataset"":""analytics/crypto_zingg_candidate_relationships.csv""}",2026.07.18.1
CRYPTO_KENNEL_LONG_CON,Z-0003,PR-LYRA-02,PR-LYRA-03,PERSON,MEDIUM_HIGH,0.921,"[""normalized_name"",""phone"",""email_or_address""]","[""source_format"",""initials""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,SENIOR_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible sources.,CORE_EVIDENCE,"{""source_dataset"":""analytics/crypto_zingg_candidate_relationships.csv""}",2026.07.18.1
CRYPTO_KENNEL_LONG_CON,Z-0004,PR-DEXTER-01,PR-DEXTER-02,PERSON,HIGH,0.956,"[""normalized_name"",""phone"",""email_or_address""]","[""source_format"",""initials""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,SENIOR_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible sources.,CORE_EVIDENCE,"{""source_dataset"":""analytics/crypto_zingg_candidate_relationships.csv""}",2026.07.18.1
CRYPTO_KENNEL_LONG_CON,Z-0005,PR-DEXTER-01,PR-DEXTER-03,PERSON,HIGH,0.946,"[""normalized_name"",""phone"",""email_or_address""]","[""source_format"",""initials""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,SENIOR_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible sources.,CORE_EVIDENCE,"{""source_dataset"":""analytics/crypto_zingg_candidate_relationships.csv""}",2026.07.18.1
CRYPTO_KENNEL_LONG_CON,Z-0006,PR-DEXTER-02,PR-DEXTER-03,PERSON,MEDIUM_HIGH,0.921,"[""normalized_name"",""phone"",""email_or_address""]","[""source_format"",""initials""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,SENIOR_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible sources.,CORE_EVIDENCE,"{""source_dataset"":""analytics/crypto_zingg_candidate_relationships.csv""}",2026.07.18.1
CRYPTO_KENNEL_LONG_CON,Z-0007,PR-QUINN-01,PR-QUINN-02,PERSON,HIGH,0.956,"[""normalized_name"",""phone"",""email_or_address""]","[""source_format"",""initials""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,SENIOR_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible sources.,CORE_EVIDENCE,"{""source_dataset"":""analytics/crypto_zingg_candidate_relationships.csv""}",2026.07.18.1
CRYPTO_KENNEL_LONG_CON,Z-0008,PR-QUINN-01,PR-QUINN-03,PERSON,HIGH,0.946,"[""normalized_name"",""phone"",""email_or_address""]","[""source_format"",""initials""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,SENIOR_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible sources.,CORE_EVIDENCE,"{""source_dataset"":""analytics/crypto_zingg_candidate_relationships.csv""}",2026.07.18.1
CRYPTO_KENNEL_LONG_CON,Z-0009,PR-QUINN-02,PR-QUINN-03,PERSON,MEDIUM_HIGH,0.921,"[""normalized_name"",""phone"",""email_or_address""]","[""source_format"",""initials""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,SENIOR_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible sources.,CORE_EVIDENCE,"{""source_dataset"":""analytics/crypto_zingg_candidate_relationships.csv""}",2026.07.18.1
CRYPTO_KENNEL_LONG_CON,Z-0010,PR-MARA-01,PR-MARA-02,PERSON,HIGH,0.956,"[""normalized_name"",""phone"",""email_or_address""]","[""source_format"",""initials""]",[],SAME,CURATED_APPROXIMATION,ZINGG_ENTITY_RESOLUTION,false,SENIOR_V1_TO_CANONICAL_V1,APPROVED,Likely same person across compatible sources.,CORE_EVIDENCE,"{""source_dataset"":""analytics/crypto_zingg_candidate_relationships.csv""}",2026.07.18.1
